id;project;connector_type;t;delta_t;url;redirect_url;response_size;response_code;success;error
116;mapping_categories;requests;1597307795.328624;-0.4165458679199219;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=1880;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=1880;104304;200;True;
117;mapping_categories;requests;1597307796.248482;-0.4198758602142334;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=1900;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=1900;104276;200;True;
118;mapping_categories;requests;1597307797.173291;-1.3635101318359375;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=1920;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=1920;103586;200;True;
119;mapping_categories;requests;1597307799.042252;-0.39312005043029785;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=1940;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=1940;103911;200;True;
120;mapping_categories;requests;1597307799.941375;-0.3103978633880615;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=1960;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=1960;102635;200;True;
121;mapping_categories;requests;1597307800.758259;-0.3150460720062256;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=1980;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=1980;103806;200;True;
122;mapping_categories;requests;1597307801.5776908;-0.3164043426513672;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=2000;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=2000;103699;200;True;
123;mapping_categories;requests;1597307802.399443;-0.27736401557922363;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=2020;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=2020;103350;200;True;
124;mapping_categories;requests;1597307803.1816928;-0.34897923469543457;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=2040;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=2040;103542;200;True;
125;mapping_categories;requests;1597307804.0349991;-0.5189917087554932;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=2060;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=2060;104708;200;True;
2;download_jobposting;requests;1597307812.469991;-0.3773660659790039;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=7660;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=7660;104738;200;True;
3;download_jobposting;requests;1597307813.858777;-0.5267999172210693;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=9420;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=9420;103837;200;True;
4;download_jobposting;requests;1597307815.399532;-0.41690587997436523;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=3900;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=3900;103019;200;True;
5;download_jobposting;requests;1597307816.830411;-0.4669990539550781;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=11180;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=11180;103836;200;True;
6;download_jobposting;requests;1597307818.3128052;-0.3482499122619629;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=3560;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=3560;103951;200;True;
7;download_jobposting;requests;1597307819.675039;-0.4420897960662842;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=10760;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=10760;103290;200;True;
8;download_jobposting;requests;1597307821.127368;-0.3232738971710205;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=9920;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=9920;105199;200;True;
9;download_jobposting;requests;1597307822.464288;-0.4180119037628174;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=12140;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=12140;103495;200;True;
10;download_jobposting;requests;1597307823.8930051;-0.42345190048217773;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=8960;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=8960;104832;200;True;
11;download_jobposting;requests;1597307825.3252008;-0.3253450393676758;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=3880;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=3880;104657;200;True;
12;download_jobposting;requests;1597307826.6614459;-0.427692174911499;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=380;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=380;105272;200;True;
13;download_jobposting;requests;1597307828.100897;-0.36683082580566406;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=3040;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=3040;104068;200;True;
14;download_jobposting;requests;1597307829.4763808;-0.3681032657623291;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=11760;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=11760;102543;200;True;
15;download_jobposting;requests;1597307830.857926;-0.42214512825012207;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=4020;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=4020;104743;200;True;
16;download_jobposting;requests;1597307832.289938;-0.4262421131134033;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=11740;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=11740;104335;200;True;
17;download_jobposting;requests;1597307833.730263;-0.4156501293182373;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=860;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=860;105031;200;True;
18;download_jobposting;requests;1597307835.1586702;-0.32318997383117676;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=640;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=640;103368;200;True;
19;download_jobposting;requests;1597307836.5014222;-0.3226017951965332;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=12420;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=12420;103349;200;True;
20;download_jobposting;requests;1597307837.838624;-0.40960216522216797;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=9280;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=9280;104706;200;True;
21;download_jobposting;requests;1597307839.262018;-0.3223400115966797;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=7080;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=7080;102590;200;True;
22;mapping_categories;requests;1597307840.643541;-0.11848998069763184;https://www.trustpilot.com/categories;https://www.trustpilot.com/categories;237017;200;True;
23;mapping;requests;1597307841.291081;-0.07616305351257324;https://www.trustpilot.com/categories/art;https://www.trustpilot.com/categories/art_supply_store;1000172;200;True;
24;mapping_categories;requests;1597307841.895723;-0.03370380401611328;https://www.trustpilot.com/categories/construction_manufactoring;https://www.trustpilot.com/categories/construction_manufactoring;1040066;200;True;
25;mapping_categories;requests;1597307842.447244;-0.030903100967407227;https://www.trustpilot.com/categories/music_instruments;https://www.trustpilot.com/categories/music_instruments;1005050;200;True;
26;mapping_categories;requests;1597307842.9975958;-0.03181743621826172;https://www.trustpilot.com/categories/cars_trucks;https://www.trustpilot.com/categories/cars_trucks;1002126;200;True;
27;mapping_categories;requests;1597307843.550428;-0.02085113525390625;https://www.trustpilot.com/categories/hockey_ice_skating;https://www.trustpilot.com/categories/hockey_ice_skating;938284;200;True;
28;mapping_categories;requests;1597307844.083531;-0.049690961837768555;https://www.trustpilot.com/categories/tennis_racquet_sports;https://www.trustpilot.com/categories/tennis_racquet_sports;959445;200;True;
29;mapping_categories;requests;1597307844.6531541;-0.032190799713134766;https://www.trustpilot.com/categories/clothing_rental_repair;https://www.trustpilot.com/categories/clothing_rental_repair;962527;200;True;
30;mapping_categories;requests;1597307845.202015;-0.026040077209472656;https://www.trustpilot.com/categories/housing_associations;https://www.trustpilot.com/categories/housing_associations;945104;200;True;
31;mapping_categories;requests;1597307845.743316;-0.03192400932312012;https://www.trustpilot.com/categories/accomodations_lodging;https://www.trustpilot.com/categories/accomodations_lodging;1013034;200;True;
32;mapping_categories;requests;1597307846.298499;-0.03169989585876465;https://www.trustpilot.com/categories/clubbing_nightlife;https://www.trustpilot.com/categories/clubbing_nightlife;940786;200;True;
33;mapping_categories;requests;1597307846.853069;-0.03189682960510254;https://www.trustpilot.com/categories/dental_services;https://www.trustpilot.com/categories/dental_services;1017571;200;True;
34;mapping_categories;requests;1597307847.408592;-0.024079084396362305;https://www.trustpilot.com/categories/business_services;https://www.trustpilot.com/categories/business_services;977138;200;True;
35;mapping_categories;requests;1597307847.948029;-0.04478883743286133;https://www.trustpilot.com/categories/accessories;https://www.trustpilot.com/categories/fashion_accessories_store;999797;200;True;
36;mapping_categories;requests;1597307848.508147;-0.032498836517333984;https://www.trustpilot.com/categories/energy_power;https://www.trustpilot.com/categories/energy_power;1007562;200;True;
37;mapping_categories;requests;1597307849.062648;-0.02656698226928711;https://www.trustpilot.com/categories/meat_seafood_eggs;https://www.trustpilot.com/categories/meat_seafood_eggs;997778;200;True;
38;mapping_categories;requests;1597307849.6094751;-0.030904769897460938;https://www.trustpilot.com/categories/taxis_public_transport;https://www.trustpilot.com/categories/taxis_public_transport;1004055;200;True;
39;mapping_categories;requests;1597307850.1586518;-0.030811309814453125;https://www.trustpilot.com/categories/doctors_surgeons;https://www.trustpilot.com/categories/doctors_surgeons;1002185;200;True;
40;mapping_categories;requests;1597307850.710447;-0.03475594520568848;https://www.trustpilot.com/categories/courses_classes;https://www.trustpilot.com/categories/courses_classes;992842;200;True;
41;mapping_categories;requests;1597307851.268533;-0.03405308723449707;https://www.trustpilot.com/categories/travel_vacation;https://www.trustpilot.com/categories/travel_vacation;950646;200;True;
42;mapping_categories;requests;1597307851.82267;-0.02936720848083496;https://www.trustpilot.com/categories/european_cuisine;https://www.trustpilot.com/categories/european_cuisine;940801;200;True;
43;mapping_categories;requests;1597307852.37302;-0.030720949172973633;https://www.trustpilot.com/categories/sports;https://www.trustpilot.com/categories/sports;1015484;200;True;
44;mapping_categories;requests;1597307852.924175;-0.03305411338806152;https://www.trustpilot.com/categories/home_garden_services;https://www.trustpilot.com/categories/home_garden_services;1006631;200;True;
45;mapping_categories;requests;1597307853.481659;-0.03398013114929199;https://www.trustpilot.com/categories/takeaway;https://www.trustpilot.com/categories/takeaway;999374;200;True;
46;mapping_categories;requests;1597307854.0391722;-0.05290699005126953;https://www.trustpilot.com/categories/malls_marketplaces;https://www.trustpilot.com/categories/malls_marketplaces;1007882;200;True;
47;mapping_categories;requests;1597307854.612407;-0.027070045471191406;https://www.trustpilot.com/categories/health_medical;https://www.trustpilot.com/categories/health_medical;1027433;200;True;
48;mapping_categories;requests;1597307855.158039;-0.030823945999145508;https://www.trustpilot.com/categories/real_estate;https://www.trustpilot.com/categories/real_estate;999213;200;True;
49;mapping_categories;requests;1597307855.71321;-0.03371286392211914;https://www.trustpilot.com/categories/wholesale;https://www.trustpilot.com/categories/wholesale;1013349;200;True;
50;mapping_categories;requests;1597307856.267769;-0.02607893943786621;https://www.trustpilot.com/categories/music_theater_classes;https://www.trustpilot.com/categories/music_theater_classes;947476;200;True;
51;mapping_categories;requests;1597307856.8141491;-0.028136014938354492;https://www.trustpilot.com/categories/chemicals_plastic;https://www.trustpilot.com/categories/chemicals_plastic;943948;200;True;
52;mapping_categories;requests;1597307857.3601751;-2.110172986984253;https://www.trustpilot.com/categories/auto_parts_wheels;https://www.trustpilot.com/categories/auto_parts_wheels;1022289;200;True;
53;mapping_categories;requests;1597307859.994824;-0.8040120601654053;https://www.trustpilot.com/categories/events_entertainment;https://www.trustpilot.com/categories/events_entertainment;1014796;200;True;
54;mapping_categories;requests;1597307861.3180869;-0.03459501266479492;https://www.trustpilot.com/categories/contractors_consultants;https://www.trustpilot.com/categories/contractors_consultants;1039776;200;True;
55;mapping_categories;requests;1597307861.871373;-0.0340418815612793;https://www.trustpilot.com/categories/beer_wine;https://www.trustpilot.com/categories/beer_wine;997638;200;True;
56;mapping_categories;requests;1597307862.4275572;-0.030551671981811523;https://www.trustpilot.com/categories/audio_visual;https://www.trustpilot.com/categories/audio_visual;1005281;200;True;
57;mapping_categories;requests;1597307862.979142;-0.027354955673217773;https://www.trustpilot.com/categories/electronics_technology;https://www.trustpilot.com/categories/electronics_technology;1013409;200;True;
58;mapping_categories;requests;1597307863.529171;-0.036805152893066406;https://www.trustpilot.com/categories/money_insurance;https://www.trustpilot.com/categories/money_insurance;1014899;200;True;
59;mapping_categories;requests;1597307864.084131;-0.03548908233642578;https://www.trustpilot.com/categories/vision_hearing;https://www.trustpilot.com/categories/vision_hearing;999423;200;True;
60;mapping_categories;requests;1597307864.640327;-0.03423500061035156;https://www.trustpilot.com/categories/registration_services;https://www.trustpilot.com/categories/registration_services;1011947;200;True;
61;mapping_categories;requests;1597307865.192047;-0.033803701400756836;https://www.trustpilot.com/categories/education_training;https://www.trustpilot.com/categories/education_training;1013098;200;True;
62;mapping_categories;requests;1597307865.747233;-0.03362011909484863;https://www.trustpilot.com/categories/museums_exibits;https://www.trustpilot.com/categories/museums_exibits;991375;200;True;
63;mapping_categories;requests;1597307866.2984939;-0.03244209289550781;https://www.trustpilot.com/categories/investments_wealth;https://www.trustpilot.com/categories/investments_wealth;1015479;200;True;
64;mapping_categories;requests;1597307866.850742;-0.02481675148010254;https://www.trustpilot.com/categories/bat-and-ball_games;https://www.trustpilot.com/categories/bat-and-ball_games;936008;200;True;
65;mapping_categories;requests;1597307867.394221;-0.05134177207946777;https://www.trustpilot.com/categories/construction_services;https://www.trustpilot.com/categories/construction_services;980736;200;True;
66;mapping_categories;requests;1597307867.967293;-0.04624295234680176;https://www.trustpilot.com/categories/insurance;https://www.trustpilot.com/categories/insurance_agency;1008962;200;True;
67;mapping_categories;requests;1597307868.536941;-0.033535003662109375;https://www.trustpilot.com/categories/fabric_stationary;https://www.trustpilot.com/categories/fabric_stationary;985326;200;True;
68;mapping_categories;requests;1597307869.0934458;-0.027265071868896484;https://www.trustpilot.com/categories/clothing_underwear;https://www.trustpilot.com/categories/clothing_underwear;1023266;200;True;
69;mapping_categories;requests;1597307869.642535;-0.033226966857910156;https://www.trustpilot.com/categories/outdoor_activities;https://www.trustpilot.com/categories/outdoor_activities;1028653;200;True;
70;mapping_categories;requests;1597307870.197595;-0.022585153579711914;https://www.trustpilot.com/categories/religious_institutions;https://www.trustpilot.com/categories/religious_institutions;958320;200;True;
71;mapping_categories;requests;1597307870.7346408;-0.03201103210449219;https://www.trustpilot.com/categories/art_handicraft;https://www.trustpilot.com/categories/art_handicraft;1003632;200;True;
72;mapping_categories;requests;1597307871.289026;-0.03327584266662598;https://www.trustpilot.com/categories/vehicles_transportation;https://www.trustpilot.com/categories/vehicles_transportation;1023277;200;True;
73;mapping_categories;requests;1597307871.8427289;-0.03194928169250488;https://www.trustpilot.com/categories/hair_care_styling;https://www.trustpilot.com/categories/hair_care_styling;1008799;200;True;
74;mapping_categories;requests;1597307872.390662;-0.02907419204711914;https://www.trustpilot.com/categories/public_local_services;https://www.trustpilot.com/categories/public_local_services;1014454;200;True;
75;mapping_categories;requests;1597307872.940481;-0.03497195243835449;https://www.trustpilot.com/categories/costume_wedding;https://www.trustpilot.com/categories/costume_wedding;1001024;200;True;
76;mapping_categories;requests;1597307873.495252;-0.03588104248046875;https://www.trustpilot.com/categories/animal_parks_zoo;https://www.trustpilot.com/categories/animal_parks_zoo;935886;200;True;
77;mapping_categories;requests;1597307874.052373;-0.03138613700866699;https://www.trustpilot.com/categories/associations_centers;https://www.trustpilot.com/categories/associations_centers;967417;200;True;
78;mapping_categories;requests;1597307874.602901;-0.030894041061401367;https://www.trustpilot.com/categories/government_department;https://www.trustpilot.com/categories/government_department;943324;200;True;
79;mapping_categories;requests;1597307875.1533802;-0.0352177619934082;https://www.trustpilot.com/categories/appliances_electronics;https://www.trustpilot.com/categories/appliances_electronics;1023412;200;True;
80;mapping_categories;requests;1597307875.7140129;-0.03316521644592285;https://www.trustpilot.com/categories/vocational_training;https://www.trustpilot.com/categories/vocational_training;1012135;200;True;
81;mapping_categories;requests;1597307876.265551;-0.041989803314208984;https://www.trustpilot.com/categories/fruits_vegetables;https://www.trustpilot.com/categories/fruits_vegetables;971521;200;True;
82;mapping_categories;requests;1597307876.824067;-0.031191110610961914;https://www.trustpilot.com/categories/home_garden;https://www.trustpilot.com/categories/home_garden;1030994;200;True;
83;mapping_categories;requests;1597307877.3734689;-0.03723430633544922;https://www.trustpilot.com/categories/food_production;https://www.trustpilot.com/categories/food_production;1005041;200;True;
84;mapping_categories;requests;1597307877.929186;-0.031999826431274414;https://www.trustpilot.com/categories/funeral_memorial;https://www.trustpilot.com/categories/funeral_memorial;963259;200;True;
85;mapping_categories;requests;1597307878.4794528;-0.033004045486450195;https://www.trustpilot.com/categories/asian_grocery_stores;https://www.trustpilot.com/categories/asian_grocery_stores;937643;200;True;
86;mapping_categories;requests;1597307879.032704;-0.05479788780212402;https://www.trustpilot.com/categories/gambling;https://www.trustpilot.com/categories/gambling_house;971816;200;True;
87;mapping_categories;requests;1597307879.609043;-0.033056020736694336;https://www.trustpilot.com/categories/tools_equipment;https://www.trustpilot.com/categories/tools_equipment;1015549;200;True;
88;mapping_categories;requests;1597307880.165517;-0.02615499496459961;https://www.trustpilot.com/categories/coffee_tea;https://www.trustpilot.com/categories/coffee_tea;1011688;200;True;
89;mapping_categories;requests;1597307880.709028;-0.0326380729675293;https://www.trustpilot.com/categories/theater_opera;https://www.trustpilot.com/categories/theater_opera;936477;200;True;
9;download_jobposting;requests;1597307952.602508;-0.4584619998931885;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=5000;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=5000;103364;200;True;
10;download_jobposting;requests;1597307954.074063;-0.4199340343475342;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=9940;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=9940;104273;200;True;
11;download_jobposting;requests;1597307955.510828;-0.31432080268859863;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=4260;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=4260;103906;200;True;
12;download_jobposting;requests;1597307956.83711;-0.32831597328186035;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=9160;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=9160;104305;200;True;
13;download_jobposting;requests;1597307958.180834;-0.5087659358978271;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=9540;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=9540;103607;200;True;
14;download_jobposting;requests;1597307959.7019362;-0.4386897087097168;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=4840;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=4840;102773;200;True;
15;download_jobposting;requests;1597307961.152523;-0.3608980178833008;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=8240;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=8240;103360;200;True;
16;download_jobposting;requests;1597307962.527272;-0.3448319435119629;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=2780;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=2780;103653;200;True;
17;download_jobposting;requests;1597307963.8832798;-0.48532605171203613;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=3600;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=3600;103386;200;True;
18;download_jobposting;requests;1597307965.3824599;-0.37421417236328125;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=5500;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=5500;103549;200;True;
19;download_jobposting;requests;1597307966.770612;-0.3643341064453125;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=5720;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=5720;103816;200;True;
20;download_jobposting;requests;1597307968.1465511;-0.3746497631072998;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=8440;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=8440;104307;200;True;
21;download_jobposting;requests;1597307969.535496;-0.4193849563598633;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=2180;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=2180;104038;200;True;
22;download_jobposting;requests;1597307970.968025;-0.4207592010498047;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=9840;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=9840;105590;200;True;
23;download_jobposting;requests;1597307972.402561;-0.3563849925994873;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=11080;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=11080;102690;200;True;
24;download_jobposting;requests;1597307973.771845;-0.38336682319641113;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=6460;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=6460;103510;200;True;
25;download_jobposting;requests;1597307975.169482;-0.5198149681091309;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=8940;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=8940;105268;200;True;
26;download_jobposting;requests;1597307976.701956;-0.42072606086730957;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=2540;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=2540;106139;200;True;
27;download_jobposting;requests;1597307978.1370182;-0.41969776153564453;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=10500;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=10500;104648;200;True;
28;download_jobposting;requests;1597307979.5691981;-0.625443696975708;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=13440;https://job.jobnet.dk/CV/FindWork/Search?SortValue=CreationDate&Offset=13440;104295;200;True;
29;mapping_categories;requests;1597307986.5084312;-0.08733963966369629;https://www.trustpilot.com/categories;https://www.trustpilot.com/categories;237017;200;True;
30;mapping;requests;1597307989.741769;-0.06402993202209473;https://www.trustpilot.com/categories/art;https://www.trustpilot.com/categories/art_supply_store;1000172;200;True;
31;mapping_categories;requests;1597307994.7196312;-0.029561758041381836;https://www.trustpilot.com/categories/administration_services;https://www.trustpilot.com/categories/administration_services;1017867;200;True;
32;mapping_categories;requests;1597307995.270611;-0.03216409683227539;https://www.trustpilot.com/categories/vocational_training;https://www.trustpilot.com/categories/vocational_training;1012135;200;True;
33;mapping_categories;requests;1597307995.822627;-0.03321385383605957;https://www.trustpilot.com/categories/middle_eastern_cuisine;https://www.trustpilot.com/categories/middle_eastern_cuisine;936671;200;True;
34;mapping_categories;requests;1597307996.37792;-0.028396129608154297;https://www.trustpilot.com/categories/tattoos_piercings;https://www.trustpilot.com/categories/tattoos_piercings;939719;200;True;
35;mapping_categories;requests;1597307996.924812;-0.031188011169433594;https://www.trustpilot.com/categories/tobacco_store;https://www.trustpilot.com/categories/tobacco_store;949836;200;True;
36;mapping_categories;requests;1597307997.477563;-0.045429229736328125;https://www.trustpilot.com/categories/insurance;https://www.trustpilot.com/categories/insurance_agency;1008962;200;True;
37;mapping_categories;requests;1597307998.0468721;-0.03221392631530762;https://www.trustpilot.com/categories/adult_entertainment;https://www.trustpilot.com/categories/adult_entertainment;994622;200;True;
38;mapping_categories;requests;1597307998.6000519;-0.03237605094909668;https://www.trustpilot.com/categories/southeast_asian_cuisine;https://www.trustpilot.com/categories/southeast_asian_cuisine;933482;200;True;
39;mapping_categories;requests;1597307999.152599;-0.032727956771850586;https://www.trustpilot.com/categories/dancing_gymnastics;https://www.trustpilot.com/categories/dancing_gymnastics;956025;200;True;
40;mapping_categories;requests;1597307999.7070038;-0.03326821327209473;https://www.trustpilot.com/categories/equipment_associations;https://www.trustpilot.com/categories/equipment_associations;995196;200;True;
41;mapping_categories;requests;1597308000.2623649;-0.03359794616699219;https://www.trustpilot.com/categories/legal_service_providers;https://www.trustpilot.com/categories/legal_service_providers;990742;200;True;
42;mapping_categories;requests;1597308000.818709;-0.04629206657409668;https://www.trustpilot.com/categories/registration_services;https://www.trustpilot.com/categories/registration_services;1011947;200;True;
43;mapping_categories;requests;1597308001.3823638;-0.03265833854675293;https://www.trustpilot.com/categories/vision_hearing;https://www.trustpilot.com/categories/vision_hearing;999423;200;True;
44;mapping_categories;requests;1597308001.9352288;-0.033535003662109375;https://www.trustpilot.com/categories/sales_marketing;https://www.trustpilot.com/categories/sales_marketing;1020426;200;True;
45;mapping_categories;requests;1597308002.491147;-0.03324294090270996;https://www.trustpilot.com/categories/customs_toll;https://www.trustpilot.com/categories/customs_toll;940536;200;True;
46;mapping_categories;requests;1597308003.046648;-0.03250694274902344;https://www.trustpilot.com/categories/beverages_liquor;https://www.trustpilot.com/categories/beverages_liquor;995649;200;True;
47;mapping_categories;requests;1597308003.602777;-0.03447294235229492;https://www.trustpilot.com/categories/lawyers_attorneys;https://www.trustpilot.com/categories/lawyers_attorneys;1007555;200;True;
48;mapping_categories;requests;1597308004.1581;-0.034577131271362305;https://www.trustpilot.com/categories/decoration_interior;https://www.trustpilot.com/categories/decoration_interior;1015831;200;True;
49;mapping_categories;requests;1597308004.714519;-0.03245902061462402;https://www.trustpilot.com/categories/shopping_fashion;https://www.trustpilot.com/categories/shopping_fashion;959773;200;True;
50;mapping_categories;requests;1597308005.264718;-0.039589881896972656;https://www.trustpilot.com/categories/accessories;https://www.trustpilot.com/categories/fashion_accessories_store;999797;200;True;
51;mapping_categories;requests;1597308005.826127;-0.03313398361206055;https://www.trustpilot.com/categories/cats_dogs;https://www.trustpilot.com/categories/cats_dogs;970424;200;True;
52;mapping_categories;requests;1597308006.382802;-0.026704072952270508;https://www.trustpilot.com/categories/health_equipment;https://www.trustpilot.com/categories/health_equipment;1002727;200;True;
53;mapping_categories;requests;1597308006.9285;-0.831409215927124;https://www.trustpilot.com/categories/bowls_lawn_sports;https://www.trustpilot.com/categories/bowls_lawn_sports;934516;200;True;
54;mapping_categories;requests;1597308008.278145;-0.035446882247924805;https://www.trustpilot.com/categories/education_services;https://www.trustpilot.com/categories/education_services;1003502;200;True;
55;mapping_categories;requests;1597308008.835658;-0.03388476371765137;https://www.trustpilot.com/categories/meat_seafood_eggs;https://www.trustpilot.com/categories/meat_seafood_eggs;997778;200;True;
56;mapping_categories;requests;1597308009.388028;-0.03350710868835449;https://www.trustpilot.com/categories/nature_environment;https://www.trustpilot.com/categories/nature_environment;939843;200;True;
